Name,Yc1314,Yc1415,Yc1516,Yc1617,Ass1516,Ass1617,Asr1314,Asr1415,Asr1516,Asr1617,Og1415,Og1516,Og1617,Og1314,Rc1314,Rc1415,Rc1516,Rc1617,Gf1314,Gf1415,Gf1516,Gf1617,Ge1314,Ge1415,Gr1314,Gr1415,Gr1516,Gr1617,Gv1314,Gv1415,Sf+1314,Sf+1415,Sf1314,Sf1415,Sf1516,Sf1617,Sa1314,Sa1415,Sa1516,Sa1617,Pg1314,Pg1415,Pg1516,Pg1617,P+1314,P+1415,P+1516,P+1617,P-1314,P-1415,P-1516,P-1617,R1314,R1415,R1516,R1617,Pk1516,Pk1617,Ps1314,Ps1415,Ps1516,Ps1617,Team1314,Team1415,Team1516,Team1617
BENUSSI,,1,0,,0,,,0,0,,0,0,,,,0,0,,,0,0,,,0,,25,3,,,0,,4.47,,4.47,5,,,6.06,5.75,,,16,4,,,0,0,,,0,0,,,G,G,,0,,,0,0,,,VERONA,Carpi,
BERARDI,,13,10,6,2,1,,7,4,5,0,0,0,,,1,1,0,,9,7,3,,0,,0,0,0,,2,,7.53,,7.31,6.69,6.98,,6.23,6.17,6.29,,32,27,21,,6,3,2,,1,2,1,,F,F,F,5,3,,0,0,0,,SASSUOLO,Sassuolo,Sassuolo
BERARDI D.,10,,,,,,4,,,,,,,0,1,,,,10,,,,1,,0,,,,3,,7.76,,7.62,,,,6.17,,,,29,,,,6,,,,0,,,,F,,,,,,0,,,,SASSUOLO,,,
BERARDI G.,2,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.13,,5.13,,,,5.38,,,,4,,,,0,,,,0,,,,D,,,,,,0,,,,SAMPDORIA,,,
BERESZYNSKI,,,,1,,0,,,,1,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.79,,,,5.75,,,,12,,,,0,,,,0,,,,D,,0,,,,0,,,,Sampdoria
BERGDICH,,0,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.95,,5.95,,,,5.95,,,,11,,,,0,,,,0,,,,M,,,,,,0,,,,GENOA,,
BERGESSIO,7,0,,,,,2,1,,,0,,,0,1,0,,,9,1,,,1,0,0,0,,,4,1,6.78,5.88,6.72,5.82,,,5.87,5.65,,,30,17,,,1,0,,,0,0,,,F,F,,,,,0,0,,,CATANIA,SAMPDORIA,,
BERISHA,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,13,26,0,0,4.68,5.5,4.68,5.5,5.09,5.19,6.15,6.1,6.05,6.23,17,10,11,26,0,0,0,0,0,0,0,0,G,G,G,G,0,0,0,1,1,0,LAZIO,LAZIO,Lazio,Atalanta
BERNARDESCHI,,2,6,5,0,0,,2,3,2,0,0,0,,,0,0,1,,1,2,8,,0,,0,0,0,,0,,6.5,,6.21,6.3,7.05,,5.93,6.12,6.16,,7,33,32,,0,0,3,,0,0,1,,F,F,M,0,4,,0,0,0,,FIORENTINA,Fiorentina,Fiorentina
BERNARDINI,0,,,,,,0,,,,,,,1,0,,,,0,,,,0,,0,,,,0,,5.32,,5.32,,,,5.5,,,,11,,,,0,,,,0,,,,D,,,,,,0,,,,CHIEVO,,,
BERNI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,G,,0,,,,0,,,,Inter
BERTOLACCI,7,10,6,3,0,0,1,3,1,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,0,0,1,6.02,6.76,5.98,6.68,5.8,6,5.88,6.29,5.76,5.88,25,34,25,13,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,GENOA,GENOA,Milan,Milan
BERTONCINI,,,1,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.3,,,,5.4,,,,5,,,,0,,,,0,,,,D,,0,,,,0,,,,Frosinone,
BESSA,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Inter
BIABIANY,0,0,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,1,0,6.83,5.5,6.69,5.5,6.29,0,6.17,5.5,6.09,0,35,1,17,0,0,0,0,0,0,0,0,0,M,M,F,M,0,0,0,0,0,0,PARMA,PARMA,Inter,Inter
BIAGIANTI,4,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.62,,5.62,,,,5.7,,,,25,,,,0,,,,0,,,,M,,,,,,0,,,,LIVORNO,,,
BIANCHETTI,1,,4,,0,,0,,0,,,0,,0,0,,0,,0,,1,,0,,0,,0,,0,,5.5,,5.5,,5.7,,5.67,,5.65,,3,,20,,0,,0,,0,,0,,D,,D,,0,,0,,0,,VERONA HELLAS,,Verona,
BIANCHI,,1,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.69,,5.69,,,,5.72,,,,18,,,,0,,,,0,,,,F,,,,,,0,,,,ATALANTA,,
BIANCHI R.,4,,,,,,1,,,,,,,0,0,,,,3,,,,1,,0,,,,0,,5.64,,5.6,,,,5.44,,,,25,,,,0,,,,1,,,,F,,,,,,0,,,,BOLOGNA,,,
BIANCO,4,2,5,,0,,0,0,2,,0,0,,0,0,0,1,,0,0,1,,0,0,0,0,0,,0,0,5.41,4.5,5.41,4.5,6.02,,5.53,5,5.96,,16,2,26,,0,0,0,,0,0,0,,D,D,M,,0,,0,0,0,,SASSUOLO,SASSUOLO,Carpi,
BIANCU,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Cagliari
BIAVA,2,4,,,,,0,0,,,0,,,0,0,1,,,1,2,,,0,0,0,0,,,0,0,6.18,6.22,6.18,6.22,,,6.08,6.06,,,19,18,,,0,0,,,0,0,,,D,D,,,,,0,0,,,LAZIO,ATALANTA,,
BIDAOUI,,1,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.33,,5.33,,,,5.5,,,,3,,,,0,,,,0,,,,M,,,,,,0,,,,PARMA,,
BIGLIA,5,6,9,8,2,2,1,1,0,1,0,0,0,0,1,0,1,0,1,2,4,1,0,0,0,0,0,0,1,2,6,6.48,5.96,6.44,6.61,6.23,5.87,6.33,6.33,6.09,26,27,27,28,1,1,2,3,0,1,0,2,M,M,M,M,2,5,0,0,0,0,LAZIO,LAZIO,Lazio,Lazio
BIONDINI,4,3,3,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,6.18,5.83,6.12,5.83,5.89,5.58,5.98,5.89,5.97,5.81,30,23,19,13,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,SASSUOLO,SASSUOLO,Sassuolo,Sassuolo
BIRAGHI,3,3,,11,,0,1,0,,4,1,,0,0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,5.6,5.31,5.55,5.31,,5.57,5.63,5.53,,5.61,20,16,,35,0,0,,1,0,0,,1,D,D,,D,,2,0,0,,0,CATANIA,CHIEVO,,Pescara
BIRASCHI,,,,2,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.92,,,,6,,,,6,,,,0,,,,0,,,,D,,0,,,,0,,,,Genoa
BIRSA,0,4,4,5,4,5,0,1,3,4,0,0,0,0,0,0,0,0,2,0,6,7,0,0,0,0,0,0,2,0,6.08,5.9,6.08,5.87,6.66,6.76,5.62,5.93,6.14,6.13,13,34,35,35,0,0,2,0,0,0,1,1,M,M,M,M,3,1,0,0,0,0,MILAN,CHIEVO,Chievo,Chievo
BISEVAC,,,0,,0,,,,0,,,0,,,,,0,,,,1,,,,,,0,,,,,,,,5.95,,,,5.65,,,,10,,,,0,,,,0,,,,D,,0,,,,0,,,,Lazio,
BITTANTE,,,0,3,0,0,,,0,0,,0,0,,,,0,0,,,0,0,,,,,0,0,,,,,,,6.13,5,,,6.13,5.38,,,12,4,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Empoli,Cagliari
BIZZARRI,,1,2,2,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,,0,,24,43,68,,0,,5.41,,5.41,5.1,3.55,,6.29,6.19,5.93,,28,35,29,,0,0,0,,0,0,0,,G,G,G,0,0,,0,2,0,,CHIEVO,Chievo,Pescara
BIZZARRI A.,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,6.5,,6.5,,,,6.5,,,,1,,,,0,,,,0,,,,G,,,,,,0,,,,GENOA,,,
BJARNASON,1,,,,,,1,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.77,,5.68,,,,5.73,,,,11,,,,0,,,,0,,,,M,,,,,,0,,,,SAMPDORIA,,,
BLANCHARD,,,11,,0,,,,0,,,0,,,,,1,,,,3,,,,,,0,,,,,,,,5.95,,,,5.86,,,,28,,,,0,,,,0,,,,D,,0,,,,0,,,,Frosinone,
BLASZCZYKOWSKI,,,1,,0,,,,0,,,0,,,,,0,,,,2,,,,,,0,,,,,,,,6.36,,,,5.86,,,,11,,,,0,,,,0,,,,M,,0,,,,0,,,,Fiorentina,
BOAKYE,,2,,,,,,0,,,0,,,,,1,,,,3,,,,0,,0,,,,2,,6.03,,6.03,,,,5.64,,,,18,,,,0,,,,0,,,,F,,,,,,0,,,,ATALANTA,,
BOATENG,,,1,,0,,,,0,,,0,,,,,0,,,,1,,,,,,0,,,,,,,,6.42,,,,6,,,,6,,,,0,,,,0,,,,M,,0,,,,0,,,,Milan,
BOATENG KI.,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.75,,5.75,,,,5.75,,,,4,,,,0,,,,0,,,,F,,,,,,0,,,,CATANIA,,,
BOBB,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Chievo
BOCCHETTI,,1,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.44,,5.44,,,,5.5,,,,9,,,,0,,,,0,,,,D,,,,,,0,,,,MILAN,,
BOLDOR,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Bologna
BOLZONI,,3,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.78,,5.78,,,,5.88,,,,16,,,,0,,,,0,,,,M,,,,,,0,,,,PALERMO,,
BONAVENTURA,2,3,8,3,3,0,2,1,4,0,0,0,0,0,0,1,0,0,5,7,6,3,0,1,0,0,0,0,2,2,6.81,6.71,6.74,6.68,6.85,6.82,6.29,6.13,6.26,6.42,31,34,33,19,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,ATALANTA,MILAN,Milan,Milan
BONAZZOLI,,0,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,,0,,0,0,0,,0,,6.17,,6.17,5.83,0,,6.17,5.83,0,,3,3,0,,0,0,0,,0,0,0,,F,F,F,0,0,,0,0,0,,INTER,Sampdoria,Sampdoria
BONERA,6,2,,,,,0,0,,,0,,,0,0,2,,,0,0,,,0,0,0,0,,,0,0,5.6,5.36,5.6,5.36,,,5.8,5.57,,,15,14,,,0,0,,,0,0,,,D,D,,,,,0,0,,,MILAN,MILAN,,
BONUCCI,7,8,6,5,0,0,3,0,1,0,0,1,0,0,0,0,0,0,2,3,3,3,0,0,0,0,0,0,0,2,6.31,6.34,6.21,6.34,6.35,6.33,6.12,6.19,6.15,6.1,29,34,36,29,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,JUVENTUS,JUVENTUS,Juventus,Juventus
BORELLO,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,F,,0,,,,0,,,,Crotone
BORJA,0,,,,,,0,,,,,,,0,1,,,,0,,,,0,,0,,,,0,,4.63,,4.63,,,,4.88,,,,4,,,,0,,,,0,,,,F,,,,,,0,,,,LIVORNO,,,
BORJA VALERO,5,7,5,5,1,3,8,2,5,4,0,0,0,0,1,0,0,0,6,2,4,1,0,0,0,0,0,0,0,0,7.05,6.13,6.8,6.06,6.82,6.31,6.34,5.96,6.42,6.12,32,26,37,32,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,FIORENTINA,FIORENTINA,Fiorentina,Fiorentina
BORRIELLO,2,1,4,4,0,0,0,2,2,1,0,0,1,0,0,0,1,0,1,0,8,15,0,0,0,0,0,0,1,0,6.06,6.3,6.06,5.9,7.1,7.46,5.83,6,6.18,6.21,9,5,25,34,0,0,1,1,0,0,0,1,F,F,F,F,1,2,0,0,0,0,ROMA,GENOA,Atalanta,Cagliari
BOTTA,1,4,,,,,0,1,,,0,,,0,0,1,,,0,0,,,0,0,0,0,,,0,0,5.63,5.7,5.63,5.65,,,5.75,5.8,,,4,20,,,0,0,,,0,0,,,M,F,,,,,0,0,,,INTER,CHIEVO,,
BOUY,,,,1,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5,,,,5.5,,,,1,,,,0,,,,0,,,,M,,0,,,,0,,,,Palermo
BOVO,8,4,10,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5.97,5.75,5.92,5.75,6,5.62,6.13,5.89,5.95,5.85,19,14,20,13,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,TORINO,TORINO,Torino,Pescara
BOYE',,,,5,,0,,,,2,,,0,,,,,0,,,,1,,,,,,0,,,,,,,,6.04,,,,5.94,,,,26,,,,0,,,,0,,,,F,,0,,,,0,,,,Torino
BRAAFHEID,,1,0,,0,,,1,0,,1,0,,,,0,0,,,0,0,,,0,,0,0,,,0,,5.83,,5.77,5.4,,,5.93,5.4,,,15,5,,,0,0,,,0,0,,,D,D,,0,,,0,0,,,LAZIO,Lazio,
BRADLEY,2,,,,,,0,,,,,,,0,0,,,,1,,,,0,,0,,,,1,,6.36,,6.36,,,,6.07,,,,7,,,,0,,,,0,,,,M,,,,,,0,,,,ROMA,,,
BRESSAN,,0,,0,,0,,0,,0,0,,0,,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,5,,0,,1,,0,,0,,0,,0,,0,,G,,G,,0,,0,,0,,CESENA,,Chievo
BRIENZA,0,2,1,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,1,5,3,0,0,1,0,0,0,0,1,0,6.18,7.07,6.11,6.93,6.5,0,5.89,6.17,6.08,0,14,30,26,0,0,3,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,ATALANTA,CESENA,Bologna,Bologna
BRIGHI,2,4,3,,0,,0,0,0,,0,0,,0,0,0,0,,2,0,0,,0,0,0,0,0,,1,0,6.13,5.68,6.13,5.68,5.85,,5.87,5.79,5.92,,19,19,20,,0,0,0,,0,0,0,,M,M,M,,0,,0,0,0,,SASSUOLO,SASSUOLO,Bologna,
BRIGNOLI,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,5,,,,,,,,1,,,,6,,,,1,,,,0,,,,0,,,,G,,0,,,,0,,,,Sampdoria,
BRILLANTE,,0,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,4.5,,4.5,,,,4.5,,,,1,,,,0,,,,0,,,,M,,,,,,0,,,,EMPOLI,,
BRITOS,8,7,,,,,0,0,,,2,,,0,0,1,,,1,1,,,0,0,0,0,,,0,0,5.83,5.21,5.83,5.21,,,5.9,5.53,,,15,17,,,0,0,,,0,0,,,D,D,,,,,0,0,,,NAPOLI,NAPOLI,,
BRIVIO,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6.17,5.54,6.17,5.54,5.85,0,5.83,5.58,5.92,0,23,13,13,0,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,ATALANTA,VERONA,Atalanta,Genoa
BRKIC,0,0,0,,0,,0,0,0,,0,0,,0,0,0,0,,0,0,0,,0,0,22,34,12,,0,0,4.17,4.6,4.17,4.6,2.13,,6,6.21,5.13,,12,21,4,,0,0,0,,0,0,0,,G,G,G,,0,,0,0,0,,UDINESE,CAGLIARI,Carpi,
BROZOVIC,,7,7,7,1,0,,0,3,1,0,0,0,,,0,0,0,,1,4,4,,0,,0,0,0,,0,,5.82,,5.82,6.42,6.17,,5.86,6.02,5.76,,14,30,23,,0,0,0,,0,0,0,,M,M,M,0,0,,0,0,0,,INTER,Inter,Inter
BRUGMAN,,,2,7,0,0,,,0,1,,0,0,,,,0,0,,,0,1,,,,,0,0,,,,,,,5.69,5.81,,,5.77,5.79,,,13,26,,,0,0,,,0,0,,,M,M,0,0,,,0,0,,,Palermo,Pescara
BRUNO,,,,6,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.47,,,,5.67,,,,15,,,,0,,,,0,,,,M,,0,,,,0,,,,Pescara
BRUNO ALVES,,,,5,,0,,,,0,,,0,,,,,1,,,,1,,,,,,0,,,,,,,,5.67,,,,5.68,,,,36,,,,0,,,,0,,,,D,,0,,,,0,,,,Cagliari
BRUNO FERNANDES,,5,7,2,2,0,,2,2,2,1,0,0,,,0,1,0,,3,3,5,,0,,0,0,0,,0,,6.04,,5.96,6.11,6.45,,5.8,5.97,5.95,,27,31,32,,0,1,0,,0,1,0,,M,M,M,2,0,,0,0,0,,UDINESE,Udinese,Sampdoria
BRUNO HENRIQUE,,,,7,,0,,,,2,,,0,,,,,0,,,,1,,,,,,0,,,,,,,,5.81,,,,5.77,,,,32,,,,0,,,,0,,,,M,,0,,,,0,,,,Palermo
BRUNO L,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Crotone
BRUNO PERES,,8,9,3,0,0,,2,3,1,0,1,0,,,0,0,0,,3,3,2,,0,,0,0,0,,0,,6.38,,6.32,6.5,5.98,,6.17,6.26,5.79,,33,31,28,,0,0,0,,0,0,0,,D,D,D,0,0,,0,0,0,,TORINO,Torino,Roma
BUBNJIC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57,5.8,5.57,5.8,5.11,0,5.57,5.9,5.17,0,7,5,9,0,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,UDINESE,UDINESE,Carpi,Udinese
BUCHEL,,,10,5,0,0,,,1,0,,0,0,,,,0,0,,,2,0,,,,,0,0,,,,,,,6.15,5.42,,,6.08,5.62,,,26,13,,,0,0,,,0,0,,,M,M,0,0,,,0,0,,,Empoli,Empoli
BUDIMIR,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.81,,,,5.81,,,,8,,,,0,,,,0,,,,F,,0,,,,0,,,,Sampdoria
BUFFON,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,20,17,24,0,0,5.76,5.88,5.76,5.88,5.8,5.28,6.3,6.3,6.21,6.08,33,33,35,30,0,0,0,0,0,0,0,0,G,G,G,G,0,0,1,2,1,0,JUVENTUS,JUVENTUS,Juventus,Juventus
BULEVARDI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Pescara
BURDISSO,6,8,7,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,5.7,5.66,5.7,5.84,5.59,5.82,5.87,5.96,5.73,19,30,28,35,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,GENOA,GENOA,Genoa,Genoa
CABEZAS,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,6,,,,6,,,,1,,,,0,,,,0,,,,M,,0,,,,0,,,,Atalanta
CABRAL,1,,,,,,1,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.5,,5.33,,,,5.42,,,,6,,,,0,,,,0,,,,M,,,,,,0,,,,GENOA,,,
CABRERA,2,,,,,,0,,,,,,,0,0,,,,1,,,,0,,0,,,,1,,5.67,,5.67,,,,5.53,,,,15,,,,0,,,,0,,,,M,,,,,,0,,,,CAGLIARI,,,
CACCIATORE,6,0,6,7,0,0,0,0,3,1,0,0,0,1,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,5.94,5.7,5.94,5.7,6,5.84,5.81,5.8,5.89,5.86,32,10,28,29,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,VERONA HELLAS,SAMPDORIA,Chievo,Chievo
CACERES,1,1,0,,0,,0,0,0,,0,0,,1,0,0,0,,0,1,0,,0,0,0,0,0,,0,1,5.84,6.45,5.84,6.45,5.83,,6,6.2,5.83,,16,10,6,,0,0,0,,0,0,0,,D,D,D,,0,,0,0,0,,JUVENTUS,JUVENTUS,Juventus,
CACIA,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.79,,5.79,,,,5.79,,,,7,,,,0,,,,0,,,,F,,,,,,0,,,,VERONA HELLAS,,,
CAIO RANGEL,,0,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.88,,5.88,,,,5.88,,,,4,,,,0,,,,0,,,,M,,,,,,0,,,,CAGLIARI,,
CALABRIA,,,4,3,0,0,,,0,1,,0,0,,,,0,0,,,0,0,,,,,0,0,,,,,,,5.67,5.86,,,6,5.91,,,6,11,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Milan,Milan
CALAIO,1,,,,,,0,,,,,,,0,0,,,,3,,,,1,,0,,,,0,,6.07,,6.07,,,,5.7,,,,15,,,,0,,,,1,,,,F,,,,,,0,,,,GENOA,,,
CALDARA,0,,,4,,0,0,,,0,,,0,0,0,,,0,0,,,7,0,,0,,,0,0,,5.5,,5.5,,,6.92,5.5,,,6.28,1,,,30,0,,,0,0,,,0,D,,,D,,0,0,,,0,ATALANTA,,,Atalanta
CALLEJON,6,1,4,2,0,1,6,3,4,11,0,0,0,0,0,0,0,1,15,11,7,14,0,0,0,0,0,0,4,3,7.5,6.82,7.34,6.74,6.83,7.81,6.2,5.88,6.19,6.42,37,38,36,37,0,0,0,0,0,0,0,0,F,F,F,F,0,0,0,0,0,0,NAPOLI,NAPOLI,Napoli,Napoli
CAMBIASSO,4,,,,,,2,,,,,,,0,0,,,,4,,,,0,,0,,,,1,,6.48,,6.42,,,,6.11,,,,32,,,,0,,,,0,,,,M,,,,,,0,,,,INTER,,,
CAMPAGNARO,3,3,,8,,0,2,0,,0,0,,1,0,0,0,,0,0,0,,2,0,0,0,0,,0,0,0,6.1,5.44,6,5.44,,5.75,6.08,5.63,,5.75,20,8,,18,0,0,,0,0,0,,0,D,D,,D,,0,0,0,,0,INTER,INTER,,Pescara
CAMPANA,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Sampdoria
CAMPANHARO,,4,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.58,,5.58,,,,5.75,,,,12,,,,0,,,,0,,,,M,,,,,,0,,,,VERONA,,
CAMPORESE,,,0,,0,,,,0,,,1,,,,,0,,,,0,,,,,,0,,,,,,,,5,,,,5,,,,2,,,,0,,,,0,,,,D,,0,,,,0,,,,Empoli,
CANA,7,6,,,,,1,0,,,0,,,0,1,1,,,2,0,,,1,0,0,0,,,1,0,5.88,5.56,5.84,5.56,,,5.78,5.79,,,25,17,,,0,0,,,0,0,,,D,D,,,,,0,0,,,LAZIO,LAZIO,,
CANDREVA,2,6,4,2,0,1,5,8,3,8,0,0,0,0,1,0,0,0,6,8,10,6,1,0,0,0,0,0,5,4,7.45,7.52,7.31,7.27,7.15,6.61,6.39,6.55,6.32,6.01,37,33,30,38,6,2,6,0,0,1,2,1,M,M,M,M,8,1,0,0,0,0,LAZIO,LAZIO,Lazio,Inter
CANINI,4,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.42,,5.42,,,,5.58,,,,13,,,,0,,,,0,,,,D,,,,,,0,,,,CHIEVO,,,
CANNAVARO,3,8,8,2,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.47,5.7,5.47,5.7,5.79,5.86,5.75,5.91,5.89,5.75,20,23,31,18,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,SASSUOLO,SASSUOLO,Sassuolo,Sassuolo
CAPEL,,,2,0,0,0,,,0,0,,0,0,,,,0,0,,,0,0,,,,,0,0,,,,,,,5.67,0,,,5.72,0,,,18,0,,,0,0,,,0,0,,,M,M,0,0,,,0,0,,,Genoa,Genoa
CAPELLI,,11,,,,,,0,,,1,,,,,0,,,,0,,,,0,,0,,,,0,,5.35,,5.35,,,,5.6,,,,30,,,,0,,,,0,,,,D,,,,,,0,,,,CESENA,,
CAPEZZI,,,,5,,0,,,,0,,,0,,,,,1,,,,0,,,,,,0,,,,,,,,5.64,,,,5.81,,,,21,,,,0,,,,0,,,,M,,0,,,,0,,,,Crotone
CAPRARI,0,,,8,,0,0,,,2,,,0,0,0,,,0,0,,,8,0,,0,,,0,0,,5.5,,5.5,,,6.44,5.5,,,5.9,1,,,35,0,,,1,0,,,2,F,,,F,,3,0,,,0,ROMA,,,Pescara
CAPUANO,1,2,,0,,0,0,0,,0,0,,0,0,0,0,,1,0,0,,1,0,0,0,0,,0,0,0,5.6,5.71,5.6,5.71,,5.6,5.7,5.79,,5.4,5,14,,10,0,0,,0,0,0,,0,D,D,,D,,0,0,0,,0,CATANIA,CAGLIARI,,Cagliari
CARBONERO,,7,3,0,0,0,,1,3,0,0,0,0,,,0,0,0,,3,0,0,,0,,0,0,0,,0,,6.03,,5.97,5.93,0,,5.7,5.82,0,,20,14,0,,0,0,0,,0,0,0,,M,M,M,0,0,,0,0,0,,CESENA,Sampdoria,Sampdoria
CARBONI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,G,,0,,,,0,,,,Cagliari
CARLAO,,,,1,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.38,,,,5.5,,,,4,,,,0,,,,0,,,,D,,0,,,,0,,,,Torino
CARLINI,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.73,,,,5.73,,,,11,,,,0,,,,0,,,,F,,0,,,,0,,,,Frosinone,
CARMONA,8,12,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,6,5.56,6,5.56,5.33,4.25,5.97,5.78,5.67,5,30,32,6,2,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,ATALANTA,ATALANTA,Atalanta,Atalanta
CARRIZO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,2,0,0,4.88,3.5,4.88,3.5,4,4,5.88,6.5,6,6,4,1,2,1,0,0,0,0,0,0,0,0,G,G,G,G,0,0,1,0,0,0,INTER,INTER,Inter,Inter
CARUSO,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,6,,6,,,,6,,,,1,,,,0,,,,0,,,,F,,,,,,0,,,,CATANIA,,,
